Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	
TM35_001381030	TM35_001381030-t36_1	T. theileri isolate Edinburgh	NBCO01000138:6,786..7,580(-)	hypothetical protein	protein coding	Tth.138.1030	
TM35_001381040	TM35_001381040-t36_1	T. theileri isolate Edinburgh	NBCO01000138:8,615..8,932(-)	hypothetical protein	protein coding	Tth.138.1040	
TM35_001391000	TM35_001391000-t36_1	T. theileri isolate Edinburgh	NBCO01000139:1,590..2,582(-)	elastic titin	protein coding	Tth.139.1000	
TM35_001391030	TM35_001391030-t36_1	T. theileri isolate Edinburgh	NBCO01000139:8,595..9,662(-)	hypothetical protein	protein coding	Tth.139.1030	
TM35_001471010	TM35_001471010-t36_1	T. theileri isolate Edinburgh	NBCO01000147:4,025..4,453(+)	hypothetical protein	protein coding	Tth.147.1010	
TM35_001471020	TM35_001471020-t36_1	T. theileri isolate Edinburgh	NBCO01000147:5,437..5,841(+)	hypothetical protein	protein coding	Tth.147.1020	
TM35_001491010	TM35_001491010-t36_1	T. theileri isolate Edinburgh	NBCO01000149:4,898..5,575(-)	hypothetical protein	protein coding	Tth.149.1010	
TM35_001491020	TM35_001491020-t36_1	T. theileri isolate Edinburgh	NBCO01000149:6,920..7,261(-)	hypothetical protein	protein coding	Tth.149.1020	
TM35_001501000	TM35_001501000-t36_1	T. theileri isolate Edinburgh	NBCO01000150:527..1,705(+)	hypothetical protein	protein coding	Tth.150.1000	
TM35_001501020	TM35_001501020-t36_1	T. theileri isolate Edinburgh	NBCO01000150:4,055..5,218(+)	hypothetical protein	protein coding	Tth.150.1020	
TM35_001501030	TM35_001501030-t36_1	T. theileri isolate Edinburgh	NBCO01000150:5,899..7,293(+)	hypothetical protein	protein coding	Tth.150.1030	
TM35_001501050	TM35_001501050-t36_1	T. theileri isolate Edinburgh	NBCO01000150:9,680..10,642(+)	hypothetical protein	protein coding	Tth.150.1050	
TM35_001531000	TM35_001531000-t36_1	T. theileri isolate Edinburgh	NBCO01000153:1,113..2,126(+)	hypothetical protein	protein coding	Tth.153.1000	
TM35_001531030	TM35_001531030-t36_1	T. theileri isolate Edinburgh	NBCO01000153:6,326..7,000(+)	hypothetical protein	protein coding	Tth.153.1030	
TM35_001561000	TM35_001561000-t36_1	T. theileri isolate Edinburgh	NBCO01000156:299..778(-)	hypothetical protein	protein coding	Tth.156.1000	
TM35_001711000	TM35_001711000-t36_1	T. theileri isolate Edinburgh	NBCO01000171:3,091..3,588(-)	hypothetical protein	protein coding	Tth.171.1000	
TM35_001711010	TM35_001711010-t36_1	T. theileri isolate Edinburgh	NBCO01000171:4,099..4,845(-)	hypothetical protein	protein coding	Tth.171.1010	
TM35_001811000	TM35_001811000-t36_1	T. theileri isolate Edinburgh	NBCO01000181:5,964..6,296(-)	hypothetical protein	protein coding	Tth.181.1000	
TM35_001821000	TM35_001821000-t36_1	T. theileri isolate Edinburgh	NBCO01000182:2,518..3,069(-)	hypothetical protein	protein coding	Tth.182.1000	
TM35_001841010	TM35_001841010-t36_1	T. theileri isolate Edinburgh	NBCO01000184:5,104..5,955(-)	hypothetical protein	protein coding	Tth.184.1010	
